ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession
ARO:3003953	40723	3756	2425	hmrM	hmrM	WP_014550864.1	NC_017452.1
ARO:3000676	37020	218	1248	H-NS	H-NS	NP_309766.1	NC_002695
ARO:3003964	40735	3761	2430	hp1181	hp1181	NP_207972.1	NC_000915.1
ARO:3003965	40736	3762	2431	hp1184	hp1184	NP_207975.1	NC_000915.1
ARO:3001858	38258	1190	1956	IMI-1	IMI-1	AAA93461.1	U50278
ARO:3001859	38259	1277	606	IMI-2	IMI-2	ABA00479.1	DQ173429
ARO:3001860	38260	1356	1842	IMI-3	IMI-3	ACX71212.1	GU015024
ARO:3001861	38261	1435	1383	IMI-4	IMI-4	AHE78014.1	KF958750
ARO:3003177	39754	2107	1120	IMI-7	IMI-7	AIS19858.1	KM103296
ARO:3003094	39647	1808	232	imiH	imiH	CAD69003.1	AJ548797
ARO:3003095	39648	1892	278	imiS	imiS	CAA71441.1	Y10415
ARO:3002192	38592	1594	341	IMP-1	IMP-1	CAA11471.1	AJ223604
ARO:3002201	38601	1671	1310	IMP-10	IMP-10	BAB72069.1	AB074433
ARO:3002202	38602	1746	731	IMP-11	IMP-11	BAB72072.1	AB074436
ARO:3002203	38603	1824	144	IMP-12	IMP-12	CAD12765.1	AJ420864
ARO:3002204	38604	1906	1630	IMP-13	IMP-13	CAD80251.1	AJ550807
ARO:3002205	38605	1985	1023	IMP-14	IMP-14	AAT49068.1	AY553332
ARO:3002206	38606	772	1456	IMP-15	IMP-15	AAT49070.1	AY553333
ARO:3002207	38607	836	862	IMP-16	IMP-16	CAE48334.1	AJ584652
ARO:3002209	38609	912	1749	IMP-18	IMP-18	AEQ73520.1	JN596991
ARO:3002210	38610	1014	170	IMP-19	IMP-19	ABM67078.1	EF118171
ARO:3002193	38593	1091	19	IMP-2	IMP-2	CAB94707.1	AJ243491
ARO:3002211	38611	1173	1652	IMP-20	IMP-20	BAD81061.1	AB196988
ARO:3002212	38612	1867	1019	IMP-21	IMP-21	BAD89802.1	AB204557
ARO:3002213	38613	1825	564	IMP-22	IMP-22	ABC88434.1	DQ361087
ARO:3002215	38615	1907	1746	IMP-24	IMP-24	ABM68358.1	EF192154
ARO:3002216	38616	1986	778	IMP-25	IMP-25	ACB41775.1	EU541448
ARO:3002217	38617	773	330	IMP-26	IMP-26	ACY01749.1	GU045307
ARO:3002218	38618	837	2006	IMP-27	IMP-27	AEH41427.1	JF894248
ARO:3002219	38619	913	1514	IMP-28	IMP-28	AFG73659.1	JQ407409
ARO:3002220	38620	1015	479	IMP-29	IMP-29	AFG25462.1	JQ041634
ARO:3002194	38594	1092	1404	IMP-3	IMP-3	BAA77393.1	AB010417
ARO:3002221	38621	1174	1081	IMP-30	IMP-30	ABF70513.1	DQ522237
ARO:3002222	38622	1260	1362	IMP-31	IMP-31	AGS82587.1	KF148593
ARO:3002223	38623	1339	1932	IMP-32	IMP-32	AFR33816.1	JQ002629
ARO:3002224	38624	1416	169	IMP-33	IMP-33	AEU17778.1	JN848782
ARO:3002225	38625	1482	793	IMP-34	IMP-34	BAM38093.1	AB715422
ARO:3002226	38626	1556	1069	IMP-35	IMP-35	AFO59566.1	JF816544
ARO:3002228	38628	1632	1076	IMP-37	IMP-37	AFP97028.1	JX131372
ARO:3002229	38629	1709	1522	IMP-38	IMP-38	AEN75249.1	HQ875573
ARO:3002195	38595	1785	1179	IMP-4	IMP-4	AAK13078.1	AF244145
ARO:3002231	38631	1868	1479	IMP-40	IMP-40	BAM62794.1	AB753457
ARO:3002232	38632	1970	1712	IMP-41	IMP-41	BAM62795.1	AB753458
ARO:3002233	38633	2048	85	IMP-42	IMP-42	BAM62793.1	AB753456
ARO:3002234	38634	791	789	IMP-43	IMP-43	BAM98935.1	AB777500
ARO:3002235	38635	872	1723	IMP-44	IMP-44	BAM98942.1	AB777501
ARO:3002236	38636	953	1964	IMP-45	IMP-45	AIA58910.1	KJ510410
ARO:3002238	38638	3319	83	IMP-47	IMP-47	AAK13430.1	AF322577
ARO:3002239	38639	1111	673	IMP-48	IMP-48	AIT76110.1	KM087857
ARO:3002196	38596	1191	506	IMP-5	IMP-5	AAK27847.1	AF290912
ARO:3003659	40269	2108	177	IMP-51	IMP-51	BAQ56016.1	LC031883
ARO:3002197	38597	1278	1091	IMP-6	IMP-6	BAB15941.1	AB040994
ARO:3002198	38598	1357	1426	IMP-7	IMP-7	AAK12087.1	AF318077
ARO:3002199	38599	1436	934	IMP-8	IMP-8	AAK13430.1	AF322577
ARO:3002200	38600	1516	1982	IMP-9	IMP-9	AAK59385.1	AY033653
ARO:3002256	38656	1595	1009	IND-1	IND-1	AAD20273.1	AF099139
ARO:3002266	38666	1672	886	IND-10	IND-10	ADA13241.1	GU206353
ARO:3002267	38667	1747	304	IND-11	IND-11	ADK25050.1	HM245379
ARO:3002268	38668	1826	1444	IND-12	IND-12	ADK25051.1	HM245380
ARO:3002269	38669	1908	858	IND-14	IND-14	ADK38716.1	HM367709
ARO:3002270	38670	1987	1284	IND-15	IND-15	BAJ14288.1	AB563173
ARO:3002257	38657	774	311	IND-2	IND-2	AAG29757.1	AF219127
ARO:3002258	38658	838	1349	IND-2a	IND-2a	AAG29760.1	AF219130
ARO:3002259	38659	914	670	IND-3	IND-3	AAG29761.2	AF219131
ARO:3002260	38660	1016	1734	IND-4	IND-4	AAG29765.2	AF219135
ARO:3002261	38661	1093	1306	IND-5	IND-5	AAS78754.1	AY504627
ARO:3002262	38662	1175	590	IND-6	IND-6	CAJ32373.2	AM087455
ARO:3002263	38663	1261	124	IND-7	IND-7	BAJ05825.1	AB529520
ARO:3002264	38664	1340	2042	IND-8	IND-8	ACZ65152.1	GU186044
ARO:3002265	38665	1417	1455	IND-9	IND-9	ACZ65153.1	GU186045
ARO:3002884	39318	474	796	iri	iri	AAB41059.1	U56415
ARO:3000840	37220	1483	222	JOHN-1 beta-lactamase	JOHN-1	AAK38324.1	AY028464
ARO:3004102	41213	4082	2770	kamB	kamB	WP_063964000.1	NG_050561.1
ARO:3003841	40534	3608	2331	kdpE	kdpE	NP_415222.1	NC_000913.3
ARO:3000847	37227	1557	1812	KHM-1 beta-lactamase	KHM-1	BAF91108.1	AB364006
ARO:3003585	40195	3527	1320	Klebsiella mutant PhoP conferring antibiotic resistance to colistin	Klebsiella mutant PhoP conferring antibiotic resistance to colistin	CDO13981.1	FO834906.1
ARO:3004041	41088	3994	2659	Klebsiella pneumoniae acrA	Klebsiella pneumoniae acrA	CAC41008.1	AJ318073.1
ARO:3003373	39957	2069	1989	Klebsiella pneumoniae acrR with mutation conferring multidrug antibiotic resistance	Klebsiella pneumoniae acrR with mutation conferring multidrug antibiotic resistance	ABR75897.1	CP000647
ARO:3003966	40737	3763	2432	Klebsiella pneumoniae OmpK35	Klebsiella pneumoniae OmpK35	YP_005226137.1	NC_016845.1
ARO:3003968	40739	3765	2434	Klebsiella pneumoniae OmpK36	Klebsiella pneumoniae OmpK36	YP_005228001.1	NC_016845.1
ARO:3004122	41247	4099	2785	Klebsiella pneumoniae OmpK37	Klebsiella pneumoniae OmpK37	CAA09666	AJ011502
ARO:3003380	39964	2114	597	Klebsiella pneumoniae ramR mutants	Klebsiella pneumoniae ramR mutants	ABR76005.1	CP000647
ARO:3002320	38720	1633	16	KPC-10	KPC-10	ACS35345.1	GQ140348
ARO:3002321	38721	1710	769	KPC-11	KPC-11	ADH95186.1	HM066995
ARO:3002322	38722	1786	1177	KPC-12	KPC-12	ADZ75467.1	HQ641421
ARO:3002323	38723	1869	1851	KPC-13	KPC-13	AEA73284.1	HQ342889
ARO:3002324	38724	1971	494	KPC-14	KPC-14	AFV48348.1	JX524191
ARO:3002325	38725	2049	926	KPC-15	KPC-15	AGF70638.1	KC433553
ARO:3002326	38726	792	496	KPC-16	KPC-16	AGJ01153.1	KC465199
ARO:3002327	38727	873	2038	KPC-17	KPC-17	AGJ01154.1	KC465200
ARO:3002329	38729	954	873	KPC-19	KPC-19	AIH07017.1	KJ775801
ARO:3002312	38712	1032	1745	KPC-1	KPC-2	AAK70220.1	AY034847
ARO:3003180	39757	1112	1389	KPC-22	KPC-22	AIX87991.1	KM379100
ARO:3002313	38713	1192	1153	KPC-3	KPC-3	AAL05630.1	AF395881
ARO:3002314	38714	1279	454	KPC-4	KPC-4	AAU06362.1	AY700571
ARO:3002315	38715	1358	1012	KPC-5	KPC-5	ABY91240.1	EU400222
ARO:3002316	38716	1437	1283	KPC-6	KPC-6	ACB71165.1	EU555534
ARO:3002317	38717	1517	1866	KPC-7	KPC-7	ACE62798.1	EU729727
ARO:3002318	38718	1870	162	KPC-8	KPC-8	ACI95258.1	FJ234412
ARO:3002319	38719	1827	755	KPC-9	KPC-9	ACM91559.1	FJ624872
ARO:3000582	36721	1909	1619	L1 beta-lactamase	L1 beta-lactamase	CAB75346.1	AJ272109
ARO:3004292	41457	4197	2845	Laribacter hongkongensis ampC beta-lactamase	Laribacter hongkongensis ampC beta-lactamase	AAT46346.1	AY632076.1
ARO:3001857	38257	1988	1494	LAT-1	LAT-1	CAA55007.1	X78117
ARO:3002997	39431	775	901	LCR-1	LCR-1	CAA40146.1	X56809
ARO:3002454	38854	776	482	LEN-1	LEN-1	CAA28198.1	X04515
ARO:3002460	38860	857	514	LEN-10	LEN-10	CAG25830.1	AJ635419
ARO:3002461	38861	937	1965	LEN-11	LEN-11	CAG25828.1	AJ635417
ARO:3002462	38862	1023	1051	LEN-12	LEN-12	CAG25817.1	AJ635406
ARO:3002463	38863	1101	912	LEN-13	LEN-13	CAG25814.1	AJ635403
ARO:3002477	38877	1181	200	LEN-14	LEN-14	AAP93847.1	AY265889
ARO:3002478	38878	1268	1861	LEN-15	LEN-15	AAL50725.1	AF452105
ARO:3002464	38864	1347	434	LEN-16	LEN-16	AAU89706.1	AY743416
ARO:3002465	38865	1424	1684	LEN-18	LEN-18	CAP12346.2	AM850908
ARO:3002466	38866	1502	1110	LEN-19	LEN-19	CAP12347.2	AM850909
ARO:3002455	38855	1580	999	LEN-2	LEN-2	AAK69830.1	AY037780
ARO:3002467	38867	1657	270	LEN-20	LEN-20	CAP12348.2	AM850910
ARO:3002468	38868	1732	233	LEN-21	LEN-21	CAP12349.2	AM850911
ARO:3002469	38869	1809	1467	LEN-22	LEN-22	CAP12350.2	AM850912
ARO:3002470	38870	1898	325	LEN-23	LEN-23	CAP12351.2	AM850913
ARO:3002471	38871	1977	1886	LEN-24	LEN-24	CAP12352.2	AM850914
ARO:3002474	38874	3610	2333	LEN-26	LEN-26	WP_025712239	NG_049281
ARO:3002475	38875	763	1074	LEN-3	LEN-3	AAN05030.1	AY130286
ARO:3002472	38872	793	1503	LEN-4	LEN-4	AAN05031.1	AY130287
ARO:3002456	38856	874	1084	LEN-5	LEN-5	AAU25807.1	AY633109
ARO:3002476	38876	960	772	LEN-6	LEN-6	AAP93848.1	AY265890
ARO:3002457	38857	1038	1876	LEN-7	LEN-7	CAG25836.1	AJ635425
ARO:3002458	38858	1118	386	LEN-8	LEN-8	CAG25835.1	AJ635424
ARO:3002459	38859	1198	216	LEN-9	LEN-9	CAG25834.1	AJ635423
ARO:3002879	39313	4180	1873	linG	linG	ABG65740.1	DQ836009.1
ARO:3003770	40442	3543	2279	Listeria monocytogenes mprF	Listeria monocytogenes mprF	NP_465220	NC_003210
ARO:3003982	40864	3855	2519	LlmA 23S ribosomal RNA methyltransferase	LlmA 23S ribosomal RNA methyltransferase	APB03216.1	KX531046.1
ARO:3003028	39462	2130	1966	lmrA	lmrA	CAB12062.1	AL009126
ARO:3002813	39247	3625	592	lmrB	lmrB	KIX81495.1	JYFL01000006.1
ARO:3002881	39315	245	974	lmrC	lmrC	ABF66011.1	DQ516954
ARO:3002882	39316	718	1624	lmrD	lmrD	ABF66027.1	DQ516970
ARO:3003969	40740	3767	2435	lmrP	lmrP	ABF33001.1	CP000259.1
ARO:3002835	39269	152	27	lnuA	lnuA	CAL44992.1	AM399080
ARO:3002836	39270	726	809	lnuB	lnuB	AGI42804.1	KC688833
ARO:3002837	39271	110	376	lnuC	lnuC	AAY32951.1	AY928180
ARO:3002838	39272	153	1934	lnuD	lnuD	ABR14060.1	EF452177
ARO:3003762	40400	3515	2261	lnuE	lnuE	AGT57825	KF287643
ARO:3002839	39273	61	1491	lnuF	lnuF	CAD91132.1	AJ561197
ARO:3004085	41189	4181	2749	lnuG	lnuG	APU52409.1	KX470419.1
ARO:3004099	41207	4077	2758	LpeA	LpeA	CAH14032.1	CR628336.1
ARO:3004100	41209	4076	2759	LpeB	LpeB	CAH14033.1	CR628336.1
ARO:3003573	40183	3505	2249	LpxA	LpxA	AJF82049.1	CP010781.1
ARO:3003574	40184	3508	2251	LpxC	LpxC	AJF83452.1	CP010781.1
ARO:3003575	40185	3509	2252	LpxD	LpxD	AJF82051.1	CP010781.1
ARO:3002482	38882	1285	1601	LRA-1	LRA-1	ACH58980.1	EU408346
ARO:3002489	38889	3697	2119	LRA-10	LRA-10	ACH58999.1	EU408357.1
ARO:3002511	38911	1445	13	LRA-12	LRA-12	ACH58990.1	EU408351
ARO:3002484	38884	1518	1912	LRA-13	LRA-13	ACH58991.1	EU408352
ARO:3002512	38912	1596	883	LRA-17	LRA-17	ACH58994.1	EU408354
ARO:3002492	38892	1673	739	LRA-18	LRA-18	ACH58997.1	EU408355
ARO:3002513	38913	1748	1462	LRA-19	LRA-19	ACH59005.1	EU408359
ARO:3002485	38885	1828	1324	LRA-2	LRA-2	ACH58985.1	EU408347
ARO:3002510	38910	1917	2055	LRA-3	LRA-3	ACH58987.1	EU408348
ARO:3002483	38883	1996	451	LRA-5	LRA-5	ACH59002.1	EU408358
ARO:3002486	38886	3698	2121	LRA-7	LRA-7	ACH58998.1	EU408356.1
ARO:3002487	38887	858	718	LRA-8	LRA-8	ACH58988.1	EU408349
ARO:3002488	38888	938	118	LRA-9	LRA-9	ACH58989.1	EU408350
ARO:3003967	40738	3766	2433	lrfA	lrfA	AAC43550.1	U40487.1
ARO:3000300	36439	71	1298	lsaA	lsaA	AAT46077.1	AY587982
ARO:3003111	39687	5	1161	lsaB	lsaB	NP_899166.1	NC_005076
ARO:3003112	39688	76	1748	lsaC	lsaC	AEA37904.1	HM990671
ARO:3003206	39790	3296	264	lsaE	lsaE	AFU35065.1	JX560992
ARO:3000533	36672	578	1680	macA	macA	AAV85981.1	AY768531
ARO:3000535	36674	539	487	macB	macB	AAV85982.1	AY768532
ARO:3000263	36402	579	1922	marA	marA	YP_489794.1	NC_007779
ARO:3003689	40335	3390	2203	MCR-1	MCR-1	AKF16168	KP347127
ARO:3004194	41358	4189	2838	MCR-1.2	MCR-1.2	ANR95875.1	KX236309.1
ARO:3004110	41231	4094	2778	MCR-2	MCR-2	WP_065419574.1	NG_051171.1
ARO:3004139	41267	4121	2795	MCR-3	MCR-3	ASF81896.1	KY924928.1
ARO:3004325	41492	4202	2848	MCR-4	MCR-4	ASR73329.1	MF543359.1
ARO:3004332	41500	4203	2849	MCR-5	MCR-5	ASK40562.1	KY807921.1
ARO:3000789	37169	665	429	mdsA	mdsA	NP_459347.2	NC_003197
ARO:3000790	37170	670	1385	mdsB	mdsB	NP_459346.1	NC_003197
ARO:3000791	37171	628	1180	mdsC	mdsC	NP_459345.2	NC_003197
ARO:3000792	37172	15	387	mdtA	mdtA	AAC75135.2	U00096
ARO:3000793	37173	215	820	mdtB	mdtB	AAC75136.1	U00096
ARO:3000794	37174	257	1315	mdtC	mdtC	AAC75137.1	U00096
ARO:3000795	37175	753	1903	mdtE	mdtE	BAE77781.1	AP009048
ARO:3000796	37176	286	121	mdtF	mdtF	AAC76539.1	U00096
ARO:3001329	37728	4258	603	mdtG	mdtG	ABV18113.1	CP000800.1
ARO:3001216	37615	120	375	mdtH	mdtH	AAC74149.2	U00096
ARO:3001327	37726	3624	1752	mdtK	MdtK	AML99881.1	CP014358.1
ARO:3001214	37613	200	1191	mdtM	mdtM	AAC77293.1	U00096
ARO:3003548	40150	3298	1442	mdtN	mdtN	BAE78084.1	AP009048
ARO:3003549	40151	3300	2056	mdtO	mdtO	BAE78083.1	AP009048
ARO:3003550	40152	3303	45	mdtP	mdtP	BAE78082.1	AP009048
ARO:3000617	36911	227	1321	mecA	mecA	AGC51118.1	KC243783
ARO:3003440	40024	3282	1595	mecB	mecB	BAI83385.1	AB498758
ARO:3001209	37590	3735	810	mecC	mecC	WP_000725529.1	NC_017349.1
ARO:3004185	41338	4173	2828	mecD	mecD	AQX82857.1	KY013611.1
ARO:3000124	36263	4247	948	mecI	mecI	BAB41258.1	BA000018.3
ARO:3000215	36354	351	645	mecR1	mecR1	YP_001245420.1	NC_009487
ARO:3000615	36909	48	1976	mefA	mefA	YP_008997285.1	NC_023287
ARO:3003107	39681	67	1198	mefB	mef(B)	ACJ63262.1	FJ196385
ARO:3003745	40401	3516	2262	mefC	mefC	BAL43360	AB571865
ARO:3000614	36908	26	1401	mefE	mefE	NP_358565.1	NC_003098
ARO:3000616	36910	251	1231	mel	mel	YP_002743273.1	NC_012469
ARO:3000026	36035	3623	377	mepA	mepA	AAU95768.1	AY661734.1
ARO:3000746	37126	80	856	mepR	mepR	YP_001440920.1	NC_009782
ARO:3000377	36516	68	440	MexA	MexA	NP_249116.1	NC_002516
ARO:3000378	36517	113	1925	MexB	MexB	AAA74437.1	L11616
ARO:3000800	37180	52	805	MexC	MexC	AAB41956.1	U57969
ARO:3000801	37181	335	1523	MexD	MexD	AAB41957.1	U57969
ARO:3000803	37183	270	1067	MexE	MexE	NP_251183.1	NC_002516
ARO:3000804	37184	378	1300	MexF	MexF	NP_251184.1	NC_002516
ARO:3000806	37186	138	995	mexG	MexG	NP_252894.1	NC_002516
ARO:3000807	37187	294	1344	mexH	MexH	NP_252895.1	NC_002516
ARO:3000808	37188	163	1647	mexI	MexI	NP_252896.1	NC_002516
ARO:3003692	40340	3399	2205	mexJ	MexJ	NP_252367.1	NC_002516.2
ARO:3003693	40341	3463	2206	mexK	MexK	AAG07064.1	AE004091.2
ARO:3003710	40364	3412	2219	mexL	MexL	NP_252368.1	AE004091.2
ARO:3003704	40358	3409	2216	mexM	mexM	BAE06005.1	AB219523.1
ARO:3003705	40359	3410	2217	mexN	mexN	BAE06006.1	AB219523.1
ARO:3003698	40350	3405	2211	mexP	mexP	BAE06007.1	AB219524.1
ARO:3003699	40351	3406	2212	mexQ	mexQ	BAE06008.1	AB219524.1
ARO:3000506	36645	4013	2678	mexR	MexR	NP_249115.1	NC_002516
ARO:3000506	36645	2131	1474	mexR	MexR	NP_249115.1	NC_002516
ARO:3000813	37193	667	1041	MexS	MexS	ADT64081.1	HQ433550
ARO:3000814	37194	4032	1608	MexT	MexT	NP_251182.1	NC_002516.2
ARO:3003030	39464	3464	2207	mexV	MexV	AAG07762.1	AE004091.2
ARO:3003031	39465	3462	2208	mexW	MexW	AAG07763.1	NC_002516.2
ARO:3003034	39468	244	334	mexX	mexX	BAA34299.1	AB015853
ARO:3003033	39467	414	1786	mexY	mexY	BAA34300.1	AB015853
ARO:3003709	40363	3420	2223	mexZ	MexZ	NP_250710.1	NC_002516.2
ARO:3003844	40538	3609	2332	mfd	mfd	NP_415632.1	NC_000913.3
ARO:3003035	39469	646	801	mfpA	mfpA	CCP46182.1	AL123456
ARO:3000815	37195	169	154	mgrA	mgrA	YP_003281576.1	NC_013450
ARO:3003820	40510	3586	2317	mgrB	mgrB	NP_416340.1	NC_000913.3
ARO:3000462	36601	311	515	mgtA	mgtA	ABA28305.2	DQ185434
ARO:3002166	38566	1024	1702	MIR-1	MIR-1	AAD22636.1	M37839
ARO:3002175	38575	1102	1888	MIR-10	MIR-10	AIT76111.1	KM087858
ARO:3002176	38576	1182	1875	MIR-11	MIR-11	AIT76112.1	KM087859
ARO:3002177	38577	1269	669	MIR-12	MIR-12	AIT76116.1	KM087863
ARO:3002178	38578	1348	1234	MIR-13	MIR-13	AIT76115.1	KM087862
ARO:3002179	38579	1425	1640	MIR-14	MIR-14	AIT76117.1	KM087864
ARO:3002180	38580	1503	968	MIR-15	MIR-15	AIT76104.1	KM087851
ARO:3002181	38581	1581	399	MIR-16	MIR-16	AIT76114.1	KM087861
ARO:3003173	39750	1658	1451	MIR-17	MIR-17	CEA29752.1	LN515535
ARO:3002168	38568	1733	224	MIR-2	MIR-2	AAO42602.1	AY227752
ARO:3002169	38569	1810	373	MIR-3	MIR-3	AAU95779.1	AY743435
ARO:3002167	38567	1899	1265	MIR-4	MIR-4	ABN69112.2	EF417572
ARO:3002170	38570	1978	576	MIR-5	MIR-5	AJO16037.1	KP050484
ARO:3002171	38571	764	1136	MIR-6	MIR-6	AFJ79785.1	JQ664733
ARO:3002173	38573	3325	737	MIR-8	MIR-8	ACJ05687.1	FJ237367
ARO:3002174	38574	875	1164	MIR-9	MIR-9	AIT76113.1	KM087860
ARO:3004124	41249	4101	2787	Moraxella catarrhalis M35	Moraxella catarrhalis M35	AAX99225	AY905613
ARO:3003306	39890	2064	535	Morganella morganii gyrB conferring resistance to fluoroquinolone	Morganella morganii gyrB conferring resistance to fluoroquinolone	YP_007503908.1	NC_020418
ARO:3002182	38582	961	1049	MOX-1	MOX-1	BAA02563.2	D13304
ARO:3002183	38583	1039	688	MOX-2	MOX-2	CAB82578.1	AJ276453
ARO:3002186	38586	1119	1492	MOX-3	MOX-3	ACA30419.1	EU515248
ARO:3002184	38584	1199	1813	MOX-4	MOX-4	ACI89425.1	FJ262599
ARO:3002188	38588	1286	53	MOX-5	MOX-5	ACS44783.1	GQ152600
ARO:3002185	38585	1364	1376	MOX-6	MOX-6	ACS44784.1	GQ152601
ARO:3002189	38589	1446	1637	MOX-7	MOX-7	ACS44785.1	GQ152602
ARO:3002190	38590	1519	1485	MOX-8	MOX-8	AGH56079.1	JX173956
ARO:3002191	38591	3606	2329	MOX-9	MOX-9	WP_042649345	NG_049322
ARO:3000316	36455	4035	1243	mphA	mphA	BAA03776.1	D16251.1
ARO:3000318	36457	637	1731	mphB	mphB	BAA12910.1	D85892
ARO:3000319	36458	648	2062	mphC	mphC	CAJ51085.1	AM180066
ARO:3003741	40396	3951	2614	mphD	mphD	ANP63073.1	CP016215.1
ARO:3003071	39606	602	473	mphE	mphE	WP_010550189.1	NZ_AGSO01000004
ARO:3003742	40397	3513	2259	mphG	mphG	BAL43359	AB571865
ARO:3003991	40873	3863	2527	mphI	mphI	APB03226.1	KX531056.1
ARO:3003839	40531	3600	2325	Mrx	Mrx	AAS13767.1	AY522923.1
ARO:3003950	40720	3754	2423	msbA	msbA	NP_415434.1	NC_000913.3
ARO:3003718	40372	3433	2233	MSI-1	MSI-1	AJP77057	KP109676
ARO:3003719	40373	3434	2234	MSI-OXA	MSI-OXA	AJP77058	KP109676
ARO:3000251	36390	4185	1200	msrA	msrA	YP_008709794.1	NC_022598.1
ARO:3002818	39252	3986	2653	msrB	msrB	NP_416292.1	NC_000913.3
ARO:3002819	39253	363	2054	msrC	msrC	AAK01167.1	AF313494
ARO:3003109	39685	149	33	msrE	msrE	YP_724476.1	NC_007682
ARO:3000816	37196	112	1559	mtrA	mtrA	CCP46065.1	AL123456
ARO:3000810	37190	225	1340	mtrC	mtrC	NP_274719.1	NC_003112
ARO:3000811	37191	477	1938	mtrD	mtrD	NP_274718.1	NC_003112
ARO:3000812	37192	400	453	mtrE	mtrE	CAA64891.1	X95635
ARO:3000817	37197	4254	2033	mtrR	mtrR	ACF30254.1	CP001050.1
ARO:3000843	37223	1597	1552	MUS-1 beta-lactamase	MUS-1	AAN63647.1	AF441286
ARO:3003842	40535	3605	2328	MUS-2 beta-lactamase	MUS-2	WP_063860852	NG_049325
ARO:3004073	41155	4042	2717	MuxA	MuxA	NP_251218.1	NC_002516.2
ARO:3004074	41156	4043	2718	MuxB	MuxB	NP_251217.1	NC_002516.2
ARO:3004075	41158	4045	2720	MuxC	MuxC	NP_251216.1	NC_002516.2
ARO:3004069	41146	4034	2706	MvaT	MvaT	NP_253005.1	NC_002516.2
ARO:3003325	39909	3355	2144	Mycobacterium bovis embB mutations conferring resistance to ethambutol	Mycobacterium bovis embB mutations conferring resistance to ethambutol	CDO45096.1	BX248333
ARO:3003779	40461	3552	2288	Mycobacterium bovis mutant ndh conferring resistance to isoniazid	Mycobacterium bovis ndh with mutation conferring resistance to isoniazid	CAL71877	AM408590
ARO:3003389	39973	2070	1721	Mycobacterium leprae folP with mutation conferring resistance to dapsone	Mycobacterium leprae folP with mutation conferring resistance to dapsone	CAC29732.1	AL450380
ARO:3003304	39888	2066	1710	Mycobacterium leprae gyrB conferring resistance to fluoroquinolone	Mycobacterium leprae gyrB conferring resistance to fluoroquinolone	CAC29513.1	AL450380
ARO:3003284	39868	2051	624	Mycobacterium leprae rpoB mutations conferring resistance to rifampicin	Mycobacterium leprae rpoB mutations conferring resistance to rifampicin	CAC30845.1	AL450380
ARO:3003778	40460	3551	2287	Mycobacterium smegmatis mutant ndh conferring resistance to isoniazid	Mycobacterium smegmatis ndh with mutation conferring resistance to isoniazid	WP_038583059	NZ_CP009496
ARO:3003453	40046	2081	1354	Mycobacterium tuberculosis embA mutant conferring resistance to ethambutol	Mycobacterium tuberculosis embA mutant conferring resistance to ethambutol	AFN51820.1	CP003248
ARO:3003465	40058	3327	821	Mycobacterium tuberculosis embB mutants conferring resistance to rifampicin	Mycobacterium tuberculosis embB mutants conferring resistance to rifampicin	AAK48268.1	AE000516
ARO:3003326	39910	2078	196	Mycobacterium tuberculosis embB mutations conferring resistance to ethambutol	Mycobacterium tuberculosis embB mutations conferring resistance to ethambutol	CCP46624.1	AL123456
ARO:3003455	40048	2079	1339	Mycobacterium tuberculosis embR mutant conferring resistance to ethambutol	Mycobacterium tuberculosis embR mutant conferring resistance to ethambutol	CCP44023.1	AL123456
ARO:3003458	40051	2082	100	Mycobacterium tuberculosis ethA with mutation conferring resistance to ethionamide	Mycobacterium tuberculosis ethA with mutation conferring resistance to ethionamide	AAK48336.1	AE000516
ARO:3004157	41304	4151	2804	Mycobacterium tuberculosis folC with mutation conferring resistance to para-aminosalicylic acid	Mycobacterium tuberculosis folC with mutation conferring resistance to para-aminosalicylic acid	NP_216963.1	NC_000962.3
ARO:3003470	40063	2088	489	Mycobacterium tuberculosis gidB mutation conferring resistance to streptomycin	Mycobacterium tuberculosis gidB mutation conferring resistance to streptomycin	CCP46748.1	AL123456
ARO:3003295	39879	2055	1935	Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones	CCP42728.1	AL123456
ARO:3003459	40052	3530	2109	Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolone	Mycobacterium tuberculosis gyrB mutant conferring resistance to fluoroquinolone	CAA55486.1	NC_009525.1
ARO:3003393	39977	2085	1574	Mycobacterium tuberculosis inhA mutations conferring resistance to isoniazid	Mycobacterium tuberculosis inhA mutations conferring resistance to isoniazid	CCP44244.1	AL123456
ARO:3003448	40041	2099	366	Mycobacterium tuberculosis iniA mutant conferring resistance to Ethambutol	Mycobacterium tuberculosis iniA mutant conferring resistance to Ethambutol	CCP43072.1	AL123456
ARO:3004135	41262	4184	2834	Mycobacterium tuberculosis iniB with mutation conferring resistance to ethambutol	Mycobacterium tuberculosis iniB with mutation conferring resistance to ethambutol	NP_214855.1	NC_000962.3
ARO:3003451	40044	2100	505	Mycobacterium tuberculosis iniC mutant conferring resistance to ethambutol	Mycobacterium tuberculosis iniC mutant conferring resistance to ethambutol	CCP43073.1	AL123456
ARO:3003784	40467	3555	2290	Mycobacterium tuberculosis intrinsic murA conferring resistance to fosfomycin	Mycobacterium tuberculosis intrinsic murA conferring resistance to fosfomycin	CCE36834	HE608151
